name;rating;damage_round;headshots;headshot_percent;aces;clutches;flawless;first_bloods;assists;kd_ratio;kills_round;score_round;win_percent;agent_1;gun1_name
Murolacci;Diamond -;120.8;24.0;17.2;0;39;36;24.0;198.0;1.0;0.6;185.6;65.6;Brimstone;Vandal
Pablitobj9;Diamond -;125.9;190.0;18.7;2;174;85;190.0;713.0;0.89;0.7;193.1;51.4;Viper;Phantom
d0t;Diamond -;151.4;162.0;22.5;3;112;48;162.0;337.0;0.99;0.8;224.2;63.6;Reyna;Vandal
ghostanvil;Diamond -;135.7;108.0;18.9;0;109;53;108.0;409.0;0.96;0.7;203.6;64.1;Sage;Vandal
xLnT;Diamond -;139.9;78.0;25.0;1;69;31;78.0;194.0;0.94;0.7;209.4;50.0;Reyna;Vandal
rimuru;Diamond -;160.3;115.0;31.0;3;77;50;115.0;224.0;1.1;0.8;240.7;57.1;Jett;Vandal
Tom;Diamond -;137.9;62.0;16.7;0;53;28;62.0;180.0;0.93;0.7;203.2;72.4;Chamber;Vandal
A1MB0T;Diamond -;133.6;145.0;20.8;2;110;75;145.0;490.0;0.98;0.7;205.1;56.0;Viper;Vandal
kover;Diamond -;134.8;158.0;22.0;1;71;40;158.0;144.0;1.0;0.7;208.2;50.0;Jett;Vandal
FT  Zoom;Diamond -;149.7;179.0;31.4;5;138;99;179.0;518.0;1.13;0.8;220.9;55.1;Chamber;Vandal
REH MariÃ¸;Diamond -;130.5;100.0;17.8;3;75;54;100.0;322.0;0.97;0.7;194.1;46.4;Killjoy;Vandal
orc h1tI3r;Diamond -;144.2;157.0;17.8;2;107;53;157.0;416.0;1.04;0.8;224.4;53.4;Sage;Vandal
Dectros;Diamond -;127.6;48.0;18.8;2;48;39;48.0;359.0;0.85;0.6;187.7;54.8;KAY/O;Vandal
Dehun;Diamond -;133.6;490.0;13.2;3;267;122;490.0;765.0;0.93;0.7;213.2;47.3;Jett;Vandal
THY AV1;Diamond -;151.3;192.0;22.4;2;86;35;192.0;265.0;0.97;0.8;227.8;49.1;Jett;Vandal
0mbre;Diamond -;148.9;71.0;18.3;1;73;49;71.0;200.0;1.09;0.7;219.2;53.1;Killjoy;Phantom
Faro;Diamond -;134.4;164.0;32.2;2;147;90;164.0;578.0;1.02;0.7;206.7;53.5;Sage;Vandal
Lethal;Diamond -;132.1;273.0;22.2;6;227;115;273.0;798.0;0.93;0.7;199.9;51.7;Reyna;Vandal
maiu;Diamond -;138.5;153.0;20.1;2;150;72;153.0;394.0;1.02;0.8;212.9;55.7;Reyna;Vandal
eagle10;Diamond -;147.4;180.0;18.6;2;138;61;180.0;394.0;1.07;0.8;230.2;56.4;Chamber;Vandal
FUNHAVER Siwigu;Diamond -;133.8;103.0;22.8;1;74;50;103.0;253.0;1.07;0.7;203.2;60.4;Viper;Vandal
Getoutnoobed;Diamond -;131.3;55.0;21.6;0;53;53;55.0;244.0;0.99;0.7;199.7;56.1;Sova;Vandal
Hellhoud;Diamond -;149.7;200.0;20.6;2;107;67;200.0;447.0;1.04;0.8;230.7;59.4;Raze;Vandal
KU5UR5UZ;Diamond -;172.1;241.0;34.0;2;126;51;241.0;333.0;1.15;0.9;264.1;51.3;Reyna;Vandal
M0nq;Diamond -;136.5;154.0;29.4;2;148;68;154.0;489.0;0.99;0.7;206.9;52.3;Fade;Vandal
lily0y0;Diamond -;148.8;73.0;30.2;0;73;31;73.0;206.0;1.07;0.8;223.6;61.0;Sage;Vandal
Leyzer;Diamond -;154.9;72.0;25.3;1;52;34;72.0;133.0;1.27;0.8;235.8;72.7;Jett;Vandal
YUKKÄ°;Diamond -;136.9;143.0;18.9;2;76;39;143.0;295.0;0.94;0.7;211.2;45.9;Sage;Vandal
S4ku1;Diamond -;141.3;108.0;21.4;0;69;39;108.0;223.0;1.07;0.8;220.8;52.8;Jett;Vandal
Lahmacun;Diamond -;116.1;66.0;20.9;1;78;58;66.0;337.0;0.95;0.6;179.4;59.6;Sage;Phantom
Sp3cTTre;Diamond -;141.7;109.0;22.5;1;93;62;109.0;234.0;1.17;0.8;215.0;55.2;Chamber;Vandal
Tyler Herro;Diamond -;152.1;227.0;15.7;2;143;73;227.0;435.0;1.02;0.8;236.3;50.6;Raze;Phantom
drenook1925;Diamond -;136.2;124.0;17.6;0;116;59;124.0;483.0;1.0;0.7;203.0;50.6;Sage;Vandal
p1geon;Diamond -;143.7;668.0;23.5;4;337;168;668.0;883.0;0.97;0.8;222.5;54.4;Chamber;Vandal
bryn;Diamond -;152.3;101.0;24.1;0;55;42;101.0;225.0;1.16;0.8;230.9;51.0;Reyna;Vandal
mesS;Diamond -;124.3;87.0;17.7;0;82;48;87.0;377.0;0.88;0.6;186.0;54.2;Sage;Vandal
VisGunLock;Diamond -;138.6;79.0;16.6;0;67;22;79.0;263.0;0.96;0.7;210.2;55.8;Fade;Vandal
Norgi;Diamond -;155.3;241.0;21.6;1;122;77;241.0;393.0;1.21;0.8;240.7;58.4;Chamber;Vandal
curve;Diamond -;148.3;121.0;24.6;3;87;54;121.0;287.0;1.06;0.8;227.8;56.5;Raze;Vandal
Sarita UwU;Diamond -;136.4;93.0;24.3;2;57;44;93.0;221.0;0.93;0.7;207.7;56.1;Chamber;Vandal
code;Diamond -;157.0;124.0;25.4;3;53;35;124.0;202.0;1.17;0.8;240.5;55.6;Sage;Vandal
IchhabAN;Diamond -;130.3;180.0;20.4;2;113;75;180.0;655.0;0.98;0.7;195.6;53.9;Skye;Vandal
quArex;Diamond -;126.1;101.0;22.0;1;70;37;101.0;264.0;0.82;0.6;186.1;48.0;Reyna;Vandal
L E X U S;Diamond -;149.5;196.0;16.8;1;114;101;196.0;477.0;1.11;0.8;230.6;57.8;Viper;Vandal
layfo;Diamond -;147.2;70.0;29.0;1;79;26;70.0;188.0;1.0;0.8;225.9;61.5;Sage;Vandal
qF Cuquii;Diamond -;131.8;67.0;27.1;1;55;39;67.0;174.0;1.05;0.7;202.6;50.0;Cypher;Vandal
ReNoT;Diamond -;158.0;94.0;27.6;1;56;37;94.0;210.0;1.24;0.9;243.2;64.9;Fade;Vandal
VAC;Diamond -;118.6;68.0;17.5;0;116;60;68.0;547.0;0.87;0.6;181.6;50.6;Sage;Phantom
raspberry;Diamond -;120.0;124.0;22.7;3;178;81;124.0;583.0;0.86;0.6;179.4;55.2;Sage;Vandal
Stef;Diamond -;121.1;48.0;20.6;0;57;43;48.0;326.0;0.87;0.6;185.2;48.9;Brimstone;Vandal
yiran;Diamond -;141.1;101.0;29.2;1;75;59;101.0;321.0;1.13;0.8;217.4;55.4;Chamber;Vandal
UngeLast;Diamond -;157.4;207.0;21.8;4;116;73;207.0;453.0;1.15;0.8;242.0;58.2;Chamber;Vandal
Melena;Diamond -;150.8;127.0;28.0;3;89;56;127.0;231.0;1.08;0.8;233.7;66.7;Jett;Vandal
Culogep;Diamond -;142.0;167.0;20.8;2;163;87;167.0;603.0;1.0;0.7;213.6;44.9;Neon;Vandal
naWe y0y0;Diamond -;138.8;130.0;20.2;1;78;30;130.0;239.0;0.9;0.7;213.0;53.3;Chamber;Vandal
Yoh Asakura;Diamond -;150.0;139.0;21.6;1;87;51;139.0;359.0;0.98;0.8;225.3;50.0;Raze;Phantom
GLaucUS;Diamond -;147.7;80.0;30.3;0;54;39;80.0;142.0;1.07;0.8;215.8;58.3;Omen;Vandal
Baeggie;Diamond -;153.7;138.0;19.9;1;108;59;138.0;463.0;1.09;0.8;225.6;51.5;Sage;Vandal
TakashiÃ­;Diamond -;141.5;143.0;18.0;1;68;44;143.0;282.0;1.04;0.8;220.9;52.9;Omen;Vandal
SOLOBOLOYANGLDIF;Diamond -;137.0;102.0;18.2;0;87;50;102.0;373.0;0.92;0.7;207.1;55.0;Sova;Vandal
Galaxy;Diamond -;160.8;89.0;23.1;1;89;40;89.0;195.0;1.2;0.9;249.2;64.6;Reyna;Vandal
LiL HypeD;Diamond -;167.7;132.0;24.0;4;66;38;132.0;131.0;1.26;0.9;261.0;65.8;Neon;Vandal
Oxlyy;Diamond -;117.3;66.0;21.5;1;85;53;66.0;369.0;0.88;0.6;177.8;54.2;Sova;Vandal
OTT;Diamond -;121.9;92.0;28.9;1;78;40;92.0;243.0;0.86;0.7;185.8;51.8;Sage;Vandal
soRa;Diamond -;182.6;107.0;37.5;6;62;39;107.0;177.0;1.43;1.0;272.3;67.6;Reyna;Vandal
CarryBeka;Diamond -;159.3;343.0;31.1;5;165;102;343.0;593.0;1.12;0.8;244.8;53.9;Reyna;Vandal
Washy Sim;Diamond -;157.0;65.0;20.0;2;51;34;65.0;199.0;1.18;0.8;243.6;67.7;Sage;Phantom
Bonus;Diamond -;145.6;80.0;28.7;0;64;27;80.0;167.0;1.03;0.8;224.2;53.9;Reyna;Vandal
LunaticPanda;Diamond -;122.2;95.0;19.7;0;84;33;95.0;261.0;0.81;0.6;180.2;50.0;Sage;Vandal
chap0;Diamond -;143.6;137.0;21.5;0;101;60;137.0;230.0;0.95;0.8;217.0;51.7;Chamber;Vandal
EntryNr3;Diamond -;153.4;206.0;25.5;5;146;104;206.0;603.0;1.15;0.8;233.9;50.0;Viper;Phantom
promesse;Diamond -;132.0;72.0;24.0;0;62;57;72.0;110.0;0.96;0.7;199.1;61.8;Chamber;Vandal
Tupac Shakur;Diamond -;169.6;183.0;19.0;2;103;55;183.0;292.0;1.13;0.8;253.9;54.0;Raze;Vandal
Cozmo;Diamond -;174.9;127.0;34.4;4;65;48;127.0;211.0;1.38;0.9;270.7;71.1;Astra;Vandal
VGT Santipatico;Diamond -;137.1;290.0;26.4;1;153;80;290.0;352.0;0.94;0.7;209.7;53.3;Reyna;Vandal
Meyzx;Diamond -;130.2;34.0;26.5;0;48;47;34.0;274.0;1.09;0.7;197.1;55.3;Fade;Phantom
Weozz;Diamond -;139.8;100.0;22.0;0;98;41;100.0;336.0;1.06;0.8;216.2;57.4;Sage;Vandal
Yaksu;Diamond -;119.0;73.0;18.8;1;107;61;73.0;580.0;0.86;0.6;177.7;58.0;Sova;Phantom
Call Me Sabro;Diamond -;174.5;113.0;18.1;0;56;30;113.0;171.0;1.3;0.9;267.3;61.8;Chamber;Vandal
JPtabet;Diamond -;142.1;139.0;18.0;2;64;34;139.0;172.0;1.06;0.8;227.0;58.5;Reyna;Vandal
SmartieswOw;Diamond -;117.5;66.0;10.7;0;75;40;66.0;392.0;0.86;0.6;182.1;50.9;Sage;Vandal
KarumoChrome;Diamond -;132.7;64.0;19.3;0;49;51;64.0;368.0;1.04;0.7;206.0;49.0;KAY/O;Vandal
RenzyBooster;Diamond -;143.0;151.0;23.8;0;82;44;151.0;263.0;0.99;0.8;220.0;55.4;Yoru;Vandal
FortaTx;Diamond -;156.5;119.0;33.5;2;91;73;119.0;468.0;1.25;0.8;234.8;52.5;Brimstone;Vandal
megamefedron;Diamond -;133.1;101.0;25.5;2;96;56;101.0;297.0;0.92;0.7;197.7;46.5;Raze;Vandal
CGN iNsaC;Diamond -;129.1;93.0;22.0;0;78;64;93.0;459.0;0.95;0.6;188.2;47.1;Chamber;Vandal
efethuG;Diamond -;148.6;129.0;24.5;1;90;39;129.0;305.0;1.0;0.8;221.2;55.2;Jett;Vandal
Ninos;Diamond -;152.1;170.0;24.8;2;94;81;170.0;408.0;1.11;0.8;229.6;57.3;Sova;Vandal
TTV Johaenness;Diamond -;132.5;79.0;16.6;0;74;32;79.0;334.0;0.92;0.7;201.1;49.0;KAY/O;Vandal
snowiee;Diamond -;157.1;188.0;23.0;6;88;41;188.0;226.0;1.05;0.8;239.5;58.5;Reyna;Vandal
fortniteplayer6;Diamond -;146.0;152.0;30.8;2;87;49;152.0;229.0;1.04;0.8;218.3;47.5;Jett;Vandal
Glass0202;Diamond -;119.2;108.0;34.4;1;108;67;108.0;333.0;0.86;0.6;179.7;64.3;Fade;Phantom
ana 3zz;Diamond -;133.8;147.0;29.7;2;107;66;147.0;483.0;1.0;0.7;200.6;54.9;Chamber;Vandal
RoadToImmo;Diamond -;158.9;224.0;18.3;2;148;75;224.0;374.0;1.25;0.9;248.8;58.1;Reyna;Vandal
Vixate;Diamond -;135.4;144.0;23.5;0;117;72;144.0;454.0;0.99;0.7;204.2;49.4;KAY/O;Vandal
RonB;Diamond -;152.6;277.0;33.4;4;137;96;277.0;425.0;1.1;0.8;233.2;51.0;Jett;Vandal
NOOT;Diamond -;131.2;42.0;25.6;0;61;40;42.0;294.0;0.97;0.7;201.0;61.0;Brimstone;Phantom
Alonex;Diamond -;141.9;113.0;17.1;0;85;54;113.0;237.0;1.11;0.8;219.6;58.5;Sage;Vandal
Yor Destiny;Diamond -;122.9;87.0;27.2;1;95;60;87.0;455.0;0.91;0.6;186.6;48.6;Sage;Phantom
ultrah;Diamond -;162.8;91.0;22.9;0;59;43;91.0;229.0;1.2;0.8;244.3;60.5;Reyna;Phantom
SS Capoeira;Diamond -;156.0;59.0;24.6;1;64;33;59.0;189.0;1.33;0.9;244.7;69.2;Sage;Vandal
Nightmare;Diamond -;142.6;179.0;19.0;3;114;70;179.0;435.0;1.05;0.7;216.6;51.7;Chamber;Vandal
Xenorian;Diamond -;138.9;79.0;24.3;1;74;57;79.0;299.0;1.05;0.7;210.9;55.6;Fade;Vandal
Seve;Diamond -;137.2;82.0;23.7;1;68;30;82.0;240.0;0.98;0.7;210.4;59.5;Fade;Vandal
Zaylan;Diamond -;144.3;59.0;23.4;1;46;46;59.0;229.0;1.14;0.8;222.7;59.0;Brimstone;Vandal
Gabrielel;Diamond -;135.9;85.0;20.3;2;69;50;85.0;330.0;1.04;0.7;208.3;49.1;Sova;Vandal
Principino10;Diamond -;138.0;77.0;18.4;2;62;36;77.0;269.0;1.01;0.7;211.3;62.2;Omen;Phantom
S3m44RgL;Diamond -;162.7;109.0;24.7;1;51;36;109.0;157.0;1.13;0.8;246.8;66.7;Reyna;Vandal
EmfuzE;Diamond -;148.2;120.0;18.3;3;71;47;120.0;271.0;1.05;0.8;230.9;48.2;Chamber;Vandal
xed0;Diamond -;137.7;210.0;18.5;2;147;65;210.0;439.0;0.95;0.7;209.0;56.8;Raze;Vandal
Peeluuche;Diamond -;131.8;103.0;20.6;3;106;38;103.0;354.0;0.91;0.7;202.4;50.0;Jett;Vandal
TheGreenPuzzles;Diamond -;119.5;104.0;22.2;0;130;103;104.0;670.0;0.94;0.6;181.8;54.3;Viper;Vandal
Ghenji;Diamond -;161.6;268.0;27.1;4;160;88;268.0;380.0;1.07;0.8;246.4;48.9;Jett;Vandal
Marco;Diamond -;177.1;109.0;29.2;2;47;35;109.0;145.0;1.29;0.9;270.9;64.7;Reyna;Vandal
LuLnEoN;Diamond -;129.7;65.0;20.5;0;63;51;65.0;360.0;1.02;0.7;197.8;57.7;Fade;Vandal
48li pastel boya;Diamond -;148.7;104.0;19.6;2;90;40;104.0;256.0;1.09;0.8;226.5;57.4;Chamber;Vandal
kuruãƒ…ãƒ¼ã‚¿;Diamond -;130.7;99.0;20.8;1;70;41;99.0;304.0;1.0;0.7;205.6;53.9;Sage;Vandal
im a FAILURE;Diamond -;156.5;124.0;18.2;3;60;34;124.0;215.0;1.06;0.8;239.2;59.0;Raze;Vandal
VuXeR;Diamond -;142.6;422.0;20.7;6;223;114;422.0;784.0;0.92;0.7;214.8;47.6;Jett;Vandal
heloz;Diamond -;128.5;81.0;26.8;2;60;39;81.0;221.0;1.07;0.7;193.6;65.1;Omen;Vandal
FAKO;Diamond -;136.7;40.0;32.4;0;41;38;40.0;95.0;1.24;0.8;210.7;71.0;Chamber;Vandal
Nibbler;Diamond -;174.7;150.0;22.3;3;68;52;150.0;277.0;1.38;0.9;268.5;65.5;Chamber;Vandal
Revenge;Diamond -;134.2;89.0;23.3;1;72;47;89.0;223.0;0.99;0.7;210.1;56.2;Chamber;Vandal
NW IRooÄ;Diamond -;155.0;169.0;27.7;1;107;61;169.0;300.0;1.08;0.8;233.3;59.3;Reyna;Vandal
hzrR;Diamond -;148.7;141.0;25.0;1;80;36;141.0;253.0;0.96;0.8;225.4;46.8;Viper;Vandal
dEs;Diamond -;142.4;281.0;20.9;6;143;66;281.0;469.0;0.97;0.8;222.1;49.5;Jett;Vandal
MonkeyPeek;Diamond -;141.3;356.0;14.0;4;200;106;356.0;655.0;0.91;0.7;217.2;53.7;Neon;Phantom
Shikamaru;Diamond -;138.0;107.0;17.0;1;74;50;107.0;282.0;1.02;0.7;208.4;50.9;Chamber;Vandal
BIGMANSIMAS;Diamond -;128.1;188.0;20.6;0;128;75;188.0;478.0;0.89;0.7;199.0;50.6;Skye;Phantom
100PingGods z1ma;Diamond -;129.1;52.0;16.6;0;70;43;52.0;357.0;1.09;0.7;200.2;60.0;Skye;Vandal
sonechka;Diamond -;139.2;410.0;26.2;2;292;135;410.0;806.0;0.96;0.7;213.6;48.4;Jett;Vandal
MAXIMUSSCORP;Diamond -;179.0;312.0;20.0;7;145;90;312.0;552.0;1.48;1.0;278.1;70.7;Omen;Operator
Taco;Diamond -;144.7;154.0;29.7;1;88;36;154.0;223.0;1.12;0.8;222.7;52.5;Chamber;Vandal
RAM3N Xaroã‚­;Diamond -;146.5;130.0;22.6;1;95;39;130.0;298.0;1.04;0.8;223.8;48.1;Chamber;Vandal
Azrraill;Diamond -;151.2;146.0;18.7;3;63;56;146.0;195.0;1.27;0.8;235.6;59.6;Chamber;Vandal
coronahoos;Diamond -;134.6;84.0;25.0;0;67;38;84.0;294.0;0.93;0.7;198.7;47.8;Sage;Vandal
Mawrat;Diamond -;132.3;74.0;18.1;0;56;44;74.0;189.0;1.04;0.7;203.6;52.5;Chamber;Vandal
Ducqiris;Diamond -;154.2;93.0;24.2;1;73;43;93.0;313.0;1.1;0.8;230.5;48.9;Sova;Vandal
Nykjaer;Diamond -;111.1;52.0;20.1;0;56;37;52.0;279.0;0.84;0.6;173.8;53.9;Omen;Vandal
RÃ¡tgod;Diamond -;108.1;46.0;24.4;0;52;36;46.0;243.0;0.88;0.6;162.3;63.4;Fade;Vandal
Rallosolar;Diamond -;132.2;101.0;20.2;0;67;47;101.0;182.0;1.06;0.7;205.3;62.2;Chamber;Phantom
SpringLeaf;Diamond -;137.4;134.0;21.1;0;131;78;134.0;523.0;1.01;0.7;208.4;51.2;Fade;Vandal
DropSelf;Diamond -;148.8;148.0;24.6;0;72;65;148.0;285.0;1.2;0.8;229.7;47.5;Chamber;Vandal
LilPeejãƒ„;Diamond -;151.7;130.0;21.4;0;69;56;130.0;276.0;1.14;0.8;234.8;50.9;Sage;Vandal
sobieski1337;Diamond -;132.5;39.0;21.7;0;42;24;39.0;206.0;1.11;0.7;197.9;70.0;Omen;Vandal
marboy;Diamond -;161.0;178.0;18.8;1;90;54;178.0;270.0;1.15;0.9;250.9;56.7;Reyna;Vandal
Unique Fanat;Diamond -;131.3;113.0;24.2;1;119;68;113.0;521.0;0.96;0.7;200.5;48.1;Brimstone;Vandal
MeyVerlands;Diamond -;141.0;89.0;20.2;0;80;32;89.0;244.0;1.02;0.7;214.1;60.4;Chamber;Vandal
ZORT xo1m;Diamond -;130.9;89.0;19.0;0;77;48;89.0;359.0;1.0;0.7;198.4;49.1;Omen;Vandal
sNv ABayou;Diamond -;125.7;197.0;20.7;2;175;116;197.0;838.0;0.92;0.6;184.6;43.7;Killjoy;Vandal
SaqZzy;Diamond -;153.6;207.0;17.5;2;123;82;207.0;695.0;1.05;0.8;232.2;49.0;Fade;Vandal
blackberry;Diamond -;166.5;316.0;24.3;7;203;93;316.0;597.0;1.18;0.9;256.6;51.7;Sage;Vandal
Usaten;Diamond -;141.0;202.0;20.9;0;102;58;202.0;294.0;1.09;0.8;222.0;56.8;Chamber;Vandal
FC GGreeN;Diamond -;142.7;218.0;19.7;2;141;60;218.0;575.0;0.97;0.8;220.2;44.2;Fade;Vandal
MAL xAps;Diamond -;133.3;177.0;28.9;0;102;74;177.0;351.0;0.96;0.7;203.4;53.4;Chamber;Vandal
zojkE;Diamond -;153.0;175.0;28.6;4;82;48;175.0;257.0;1.12;0.8;236.0;47.5;Sage;Vandal
Jakoooo;Diamond -;154.4;95.0;14.5;6;69;47;95.0;269.0;1.17;0.8;236.9;60.4;Raze;Vandal
Hulk;Diamond -;124.8;296.0;23.2;1;226;132;296.0;686.0;0.95;0.7;191.3;47.3;Chamber;Vandal
BahtsÄ±zMaliyeci;Diamond -;133.1;113.0;24.9;2;123;65;113.0;448.0;0.92;0.7;198.6;54.0;Viper;Vandal
DX Bizzle;Diamond -;150.4;153.0;28.9;1;85;53;153.0;267.0;1.16;0.8;234.2;59.3;Fade;Vandal
br0ken empty;Diamond -;147.3;94.0;24.4;1;50;45;94.0;229.0;1.14;0.8;227.7;58.5;Jett;Phantom
Vorb;Diamond -;141.8;93.0;30.0;1;96;57;93.0;356.0;1.05;0.8;213.5;54.0;Sage;Vandal
Bedron;Diamond -;147.4;168.0;16.0;5;89;65;168.0;351.0;1.0;0.8;226.8;50.7;Reyna;Vandal
Aqwerm;Diamond -;142.7;195.0;24.4;1;112;75;195.0;381.0;1.09;0.8;219.8;49.4;Reyna;Vandal
Zdravko;Diamond -;133.8;117.0;20.4;1;64;69;117.0;342.0;0.98;0.7;201.7;50.9;Chamber;Vandal
IISandixII;Diamond -;118.9;57.0;22.7;1;46;37;57.0;138.0;0.92;0.7;183.0;63.6;Chamber;Vandal
Iceland;Diamond -;155.5;183.0;26.5;2;109;65;183.0;284.0;1.05;0.8;230.7;47.8;Reyna;Vandal
Rachilli;Diamond -;121.5;65.0;16.6;0;84;54;65.0;434.0;0.92;0.6;189.0;56.1;Sage;Vandal
H2G ECHO;Diamond -;132.7;136.0;21.4;2;114;75;136.0;595.0;0.97;0.7;200.5;52.8;Viper;Vandal
whitas;Diamond -;162.0;210.0;22.2;5;140;65;210.0;568.0;1.13;0.8;247.1;50.5;Fade;Vandal
Himurazz;Diamond -;142.0;255.0;18.3;2;147;94;255.0;594.0;1.05;0.8;219.5;51.9;Fade;Phantom
MELY Dionyra;Diamond -;152.1;350.0;23.4;6;241;133;350.0;1.098;1.05;0.8;232.2;48.8;Fade;Vandal
Dippy Fresh;Diamond -;157.3;155.0;27.1;1;77;62;155.0;287.0;1.28;0.9;242.9;50.8;Cypher;Vandal
Virtuoso;Diamond -;155.9;188.0;23.3;1;96;74;188.0;348.0;1.06;0.8;232.7;50.0;Reyna;Vandal
STN Sriterion;Diamond -;142.4;124.0;26.6;4;122;101;124.0;453.0;1.21;0.8;222.8;54.8;Sage;Vandal
Miss;Diamond -;173.8;158.0;29.1;1;62;34;158.0;138.0;1.35;1.0;276.5;70.3;Jett;Operator
Largent;Diamond -;149.2;115.0;17.8;0;62;59;115.0;227.0;1.1;0.8;236.3;58.5;Reyna;Vandal
Draig;Diamond -;147.0;129.0;20.2;1;108;47;129.0;296.0;0.98;0.8;219.3;53.2;Jett;Vandal
CsN;Diamond -;172.4;149.0;22.8;5;61;55;149.0;221.0;1.27;0.9;266.7;53.3;Reyna;Vandal
Drakhora;Diamond -;140.6;64.0;23.9;1;60;33;64.0;284.0;1.04;0.7;211.4;53.2;Sova;Vandal
WBP PewPew;Diamond -;154.0;585.0;18.3;9;303;179;585.0;1.1;1.09;0.8;246.0;56.0;Fade;Vandal
Vacan;Diamond -;138.7;122.0;22.3;1;79;67;122.0;321.0;1.02;0.8;214.6;47.5;Fade;Vandal
Kr7t;Diamond -;134.7;170.0;28.5;0;172;64;170.0;394.0;0.89;0.7;201.4;55.1;Chamber;Vandal
1RKEK;Diamond -;143.2;144.0;21.1;2;73;34;144.0;150.0;0.95;0.8;221.2;61.1;Jett;Vandal
Blodeys;Diamond -;128.6;88.0;19.6;1;91;47;88.0;336.0;0.86;0.7;195.3;50.0;Brimstone;Vandal
TikTok sunkaii;Diamond -;162.3;218.0;25.4;1;108;71;218.0;410.0;1.13;0.8;243.5;44.6;Reyna;Phantom
Stevie Thunder;Diamond -;140.6;151.0;31.0;3;129;60;151.0;471.0;0.99;0.7;211.9;54.1;Omen;Vandal
4;Diamond -;152.6;115.0;21.2;1;80;39;115.0;277.0;1.08;0.8;230.6;58.0;Raze;Vandal
kruzz;Diamond -;128.0;115.0;20.1;1;80;28;115.0;244.0;0.86;0.7;198.1;44.9;Jett;Vandal
PR1 CORN4R;Diamond -;126.7;159.0;19.5;2;133;76;159.0;495.0;0.93;0.7;193.6;49.4;Viper;Vandal
F4LC0N;Diamond -;134.7;119.0;20.4;2;93;75;119.0;445.0;1.05;0.7;207.3;55.1;Sage;Phantom
Semtex;Diamond -;178.5;429.0;20.9;7;137;85;429.0;534.0;1.25;0.9;277.5;45.9;Jett;Vandal
ride;Diamond -;135.9;81.0;35.9;1;65;46;81.0;354.0;1.08;0.7;206.2;47.3;Fade;Vandal
akeLy;Diamond -;136.5;82.0;18.9;4;50;39;82.0;269.0;1.03;0.7;208.2;46.7;Chamber;Phantom
At0mic æµ…é»’ã„;Diamond -;168.9;142.0;28.4;1;75;41;142.0;228.0;1.19;0.9;257.5;60.9;Reyna;Vandal
Nuttii;Diamond -;144.1;157.0;17.6;2;110;79;157.0;446.0;1.06;0.8;219.4;47.8;Reyna;Vandal
Eren Yeager;Diamond -;173.9;132.0;24.0;4;66;47;132.0;276.0;1.3;0.9;270.6;59.6;Reyna;Vandal
depressed kid;Diamond -;150.3;260.0;20.8;3;182;103;260.0;610.0;1.13;0.8;232.4;45.0;Viper;Vandal
Afriond;Diamond -;137.5;127.0;23.8;2;89;59;127.0;462.0;0.91;0.7;209.5;44.8;Fade;Phantom
TTV Clanck;Diamond -;143.3;107.0;25.6;3;102;99;107.0;556.0;1.1;0.7;211.5;54.5;Sova;Phantom
Hilsbeck;Diamond -;136.5;233.0;18.7;1;117;72;233.0;445.0;0.91;0.7;208.4;44.6;Chamber;Vandal
miau;Diamond -;151.9;298.0;27.8;3;169;64;298.0;422.0;0.96;0.8;229.7;47.3;Jett;Phantom
AdinaTV;Diamond -;128.3;166.0;20.4;3;179;99;166.0;850.0;0.91;0.7;195.2;45.8;Viper;Vandal
hzied;Diamond -;132.2;165.0;19.0;3;94;63;165.0;380.0;0.88;0.7;198.5;50.8;Sova;Vandal
Air ãƒ„;Diamond -;137.6;104.0;25.0;1;104;41;104.0;372.0;0.97;0.7;208.4;48.6;Omen;Vandal
Chicken player;Diamond -;131.4;112.0;20.8;2;93;57;112.0;424.0;0.97;0.7;199.8;43.1;Sage;Vandal
NasKop;Diamond -;123.7;126.0;18.9;0;86;51;126.0;219.0;0.87;0.6;186.1;44.8;Chamber;Vandal
5Gs Linxy;Diamond -;130.1;65.0;22.0;0;60;30;65.0;212.0;0.91;0.7;190.6;61.5;Raze;Vandal
LilMartinThii;Diamond -;145.0;95.0;22.9;1;73;41;95.0;230.0;1.09;0.8;222.2;53.3;Raze;Vandal
yagiz fortnite;Diamond -;182.6;98.0;31.1;5;53;50;98.0;145.0;1.44;1.0;277.4;68.6;Reyna;Vandal
Mefisto;Diamond -;170.2;119.0;27.2;4;54;55;119.0;155.0;1.3;0.9;262.1;59.0;Jett;Vandal
Horny Police;Diamond -;129.3;178.0;18.7;0;177;79;178.0;570.0;0.91;0.7;195.4;47.4;Sage;Vandal
46 Label;Diamond -;151.3;160.0;29.0;1;83;35;160.0;210.0;0.98;0.8;227.8;46.9;Jett;Vandal
BellyButton;Diamond -;139.3;146.0;25.7;2;80;48;146.0;317.0;1.04;0.7;212.7;48.3;Chamber;Vandal
Vitaminsiz;Diamond -;140.0;248.0;22.4;2;191;100;248.0;608.0;1.04;0.8;213.8;48.0;Sage;Vandal
Yeldarb;Diamond -;135.1;129.0;26.2;1;87;62;129.0;397.0;0.93;0.7;199.2;45.3;Sova;Phantom
Cobr4Pro;Diamond -;139.9;90.0;25.6;0;69;53;90.0;224.0;1.08;0.8;211.2;60.9;Chamber;Vandal
